timestamp,open,high,low,close,volume
2022-02-16,19.0600,20.6450,17.1100,17.2500,103011740
2022-01-31,21.3700,22.0100,17.5200,18.8300,127068048
2021-12-31,24.0800,24.9100,19.8300,21.1900,109257622
2021-11-30,22.0000,27.2800,21.8800,23.5900,165992881
2021-10-29,20.4300,22.7300,19.9250,21.9600,104514619
2021-09-30,23.2300,23.6550,19.8950,20.1800,128062931
2021-08-31,21.1700,26.0200,20.9950,23.1400,142625028
2021-07-30,21.1500,21.6350,18.4699,20.4500,89480227
2021-06-30,22.8600,23.2100,19.2800,21.1500,112886095
2021-05-28,24.5400,26.4500,21.1016,22.5800,117179270
2021-04-30,22.1300,24.7490,20.7300,24.3100,112534615
2021-03-31,22.3200,24.3900,20.7200,22.1600,120916270
2021-02-26,17.6500,23.4950,17.3700,21.8900,115299865
2021-01-29,17.5800,19.5500,17.0500,17.5000,102202145
2020-12-31,16.7800,17.9400,16.2150,17.1700,111962562
2020-11-30,14.1400,17.1450,14.0100,16.5700,128633430
2020-10-30,11.3700,15.3900,11.3400,13.8400,166404635
2020-09-30,9.7200,12.4200,9.6600,11.2300,172142503
2020-08-31,10.6200,11.3200,9.6300,9.8100,132157329
2020-07-31,9.6800,11.9000,9.0700,10.5200,175696052
2020-06-30,8.8200,11.8000,8.7300,9.7400,187888053
2020-05-29,10.0800,10.1550,7.1500,8.7500,244808084
2020-04-30,8.7800,11.3100,7.3850,10.4200,109479637
2020-03-31,14.3600,14.3700,7.6100,9.2100,155343585
2020-02-28,20.3300,21.1600,13.5100,14.1900,194724611
2020-01-31,21.8300,21.9600,19.5500,20.1800,104092207
2019-12-31,18.9500,21.8900,17.9100,21.6000,80341260
2019-11-29,20.8100,21.3100,16.7400,18.8900,144846119
2019-10-31,20.0100,21.4700,18.6800,20.6500,73249108
2019-09-30,18.6100,21.8800,18.2400,19.9400,78712305
2019-08-30,23.0500,23.1600,17.6400,18.6100,111568077
2019-07-31,25.8100,27.7200,22.0500,23.0700,103853647
2019-06-28,22.7300,27.5000,22.7100,25.3500,92510020
2019-05-31,23.1600,24.3050,20.8350,22.8000,133275927
2019-04-30,21.2800,23.1700,20.5600,23.0900,76256902
2019-03-29,22.9100,23.4050,20.4500,21.1400,78116108
2019-02-28,20.6900,23.0800,19.7500,22.5500,137526280
2019-01-31,17.4400,21.5200,17.1100,20.7400,83500859
2018-12-31,24.4300,24.9586,16.5200,17.6700,134621229
2018-11-30,22.1100,24.5800,20.2900,23.8800,98681288
2018-10-31,21.3800,23.8818,17.3400,22.1100,144825999
2018-09-28,20.5100,21.6100,18.4500,21.2200,84390986
2018-08-31,19.8400,22.0800,18.9000,20.4500,93991351
2018-07-31,22.2900,22.8600,19.7600,19.9700,98493025
2018-06-29,21.2000,24.6947,21.0700,22.4800,129855198
2018-05-31,16.8500,21.8090,16.4100,20.9000,128787449
2018-04-30,16.0000,18.2800,15.8500,17.7600,117803005
2018-03-29,16.6900,17.7300,15.6000,16.3500,126270937
2018-02-28,13.7800,18.7500,12.5000,16.5800,174724218
2018-01-31,14.5900,16.8500,13.4810,13.8600,135866410
2017-12-29,13.3000,16.1900,12.7301,14.4300,101467139
2017-11-30,12.4700,13.8800,11.4000,13.2900,159755563
2017-10-31,16.4600,17.6100,12.4800,12.5200,152001886
2017-09-29,16.2100,18.1900,15.9200,16.4800,81181763
2017-08-31,19.1000,19.4500,16.1200,16.1500,110364278
2017-07-31,21.9400,22.3700,19.1300,20.0200,86400163
2017-06-30,19.2400,23.4600,19.0500,21.7600,112016658
2017-05-31,21.5200,21.6100,18.3500,19.1600,97240805
2017-04-28,19.9700,22.1200,18.8100,21.4900,121492490
2017-03-31,20.7300,21.0500,18.4000,19.7800,113887508
2017-02-28,21.6500,22.3400,20.4400,20.6200,124357797
2017-01-31,29.3400,31.0600,20.8000,21.4900,120108821
2016-12-30,30.8000,33.4500,29.0000,29.0500,86904039
2016-11-30,31.2600,32.6100,30.0600,30.8000,117975041
2016-10-31,38.8100,39.2000,30.5733,31.1000,170840688
2016-09-30,39.8700,40.1490,37.7193,38.6800,84312187
2016-08-31,39.5500,43.8500,37.2300,39.6300,82416518
