timestamp,open,high,low,close,volume
2022-02-16,52.8500,55.5500,47.5800,50.4300,268914155
2022-01-31,59.8700,67.2100,49.2400,52.7300,469659225
2021-12-31,59.2500,63.2850,53.1400,58.6300,380175189
2021-11-30,54.8500,65.1800,54.4200,57.8700,399118101
2021-10-29,53.0300,59.3450,52.2500,54.4300,402172097
2021-09-30,49.1000,54.2100,47.8000,52.7100,332678293
2021-08-31,57.3700,58.6000,47.0700,49.0100,431324226
2021-07-30,59.4400,59.7300,52.6300,56.8400,290115850
2021-06-30,59.9900,64.3000,58.4100,59.1700,356428414
2021-05-28,57.6000,60.7200,53.5200,59.3100,324496715
2021-04-30,57.9200,63.4400,54.7100,57.2200,343325043
2021-03-31,52.4100,62.2400,50.2500,57.4600,516702683
2021-02-26,51.4600,57.0500,49.3500,51.3300,417020312
2021-01-29,41.9500,56.9700,40.0404,50.6800,627775789
2020-12-31,44.7800,45.4500,40.0600,41.6400,273411918
2020-11-30,35.1200,46.7100,34.2300,43.8400,380081950
2020-10-30,29.5200,38.0300,29.1500,34.5300,309227110
2020-09-30,29.5300,33.3300,28.2400,29.5900,341959796
2020-08-31,25.0600,31.1200,24.8200,29.6300,273045229
2020-07-31,25.3000,27.3250,23.3300,24.8900,321825294
2020-06-30,25.9900,31.6600,24.2500,25.3000,350626960
2020-05-29,21.6500,28.8300,20.1201,25.8800,347489715
2020-04-30,19.5000,24.9900,17.7900,22.2900,359695097
2020-03-31,30.5200,32.3000,14.3250,20.7800,492383072
2020-02-28,33.5600,35.7900,29.3300,30.5000,246552900
2020-01-31,37.0000,37.3800,32.9700,33.3900,206944754
2019-12-31,36.0100,37.6200,34.9600,36.6000,170930979
2019-11-29,37.2100,38.9550,34.5900,36.0000,191370123
2019-10-31,37.4700,38.7000,33.7100,37.1600,215817107
2019-09-30,36.8900,39.7750,36.4400,37.4800,173228888
2019-08-30,41.2600,41.9000,35.5800,37.0900,150639210
2019-07-31,38.9300,41.0000,37.5750,40.3400,150790123
2019-06-28,33.3500,38.9850,33.0800,38.5300,175431010
2019-05-31,39.0000,39.2000,33.1500,33.3400,219725912
2019-04-30,37.4000,40.4500,37.3300,38.9500,159364373
2019-03-29,39.8500,41.5000,36.2600,37.1000,179460401
2019-02-28,38.9100,40.7400,38.0050,39.4800,180097972
2019-01-31,32.8500,39.1400,32.2000,39.0200,245902532
2018-12-31,39.0000,39.6100,31.4600,33.4500,227530304
2018-11-30,36.2400,38.7500,33.8500,37.9500,266803639
2018-10-31,34.3000,37.0500,30.5600,36.5900,389485252
2018-09-28,36.0000,36.4900,33.2800,33.6700,241373894
2018-08-31,37.8900,38.3200,35.2100,36.0500,226195368
2018-07-31,39.0800,40.5000,36.2600,37.9100,229710896
2018-06-29,42.9800,45.0000,39.3700,39.4000,279801349
2018-05-31,36.7600,42.7700,35.2800,42.7000,236116920
2018-04-30,36.1000,39.6700,35.2300,36.7400,221982348
2018-03-29,39.5900,39.5900,34.5000,36.3400,284538743
2018-02-28,42.1200,43.5600,39.3150,39.3500,263285557
2018-01-31,41.2400,45.5200,41.1500,42.4100,265777865
2017-12-29,43.1900,43.4200,40.7000,40.9900,225927842
2017-11-30,42.7200,45.3500,41.3500,43.0900,261426426
2017-10-31,41.0100,46.7600,40.8000,42.9800,350954575
2017-09-29,36.7300,40.6900,36.6200,40.3800,265249552
2017-08-31,35.1600,36.7400,34.6100,36.5400,191774490
2017-07-31,34.5200,36.6300,34.4500,35.9800,202440408
2017-06-30,34.0600,35.0500,33.0500,34.9300,258917993
2017-05-31,34.6300,34.6500,31.9200,33.9300,320716494
2017-04-28,35.3300,35.4000,33.3700,34.6400,249119858
2017-03-31,37.2000,38.5500,33.7901,35.3600,397939019
2017-02-28,36.6800,38.1050,34.7200,36.8400,262935292
2017-01-31,34.9800,38.3750,34.8400,36.6100,287447177
2016-12-30,34.8100,37.7400,34.6700,34.8400,310498596
2016-11-30,31.7000,34.9800,30.2100,34.5300,314360678
2016-10-31,31.6400,33.0800,30.8800,31.6000,244459157
2016-09-30,31.8600,32.5500,30.1300,31.7700,299326071
2016-08-31,31.5400,32.0900,29.8200,31.9200,262301383
2016-07-29,28.6900,32.8700,27.5200,31.5400,295967481
2016-06-30,31.1500,31.1500,27.3400,28.3000,303545859
2016-05-31,32.0500,32.1200,30.1700,31.2800,210036448
2016-04-29,31.1800,33.4100,29.1800,31.8000,249296092
2016-03-31,30.0200,32.3800,28.9200,31.4300,269313331
