timestamp,open,high,low,close,volume
2022-02-16,18.1500,20.9600,14.6500,19.6700,704347006
2022-01-31,27.4150,28.1300,13.4000,16.0600,967231909
2021-12-31,34.7100,34.9362,20.8000,27.2000,1192504060
2021-11-30,35.6500,45.9500,32.7500,33.9400,723027068
2021-10-29,39.4100,44.4404,34.5300,35.3700,812160321
2021-09-30,47.1600,52.7900,33.7400,38.0600,1399931220
2021-08-31,37.5800,48.3000,28.9100,47.1300,2029756646
2021-07-30,56.8600,57.7100,31.1500,37.0200,2078451379
2021-06-30,31.8900,72.6200,28.5300,56.6800,5500494243
2021-05-28,10.1100,36.7200,8.9300,26.1200,3429067898
2021-04-30,10.2300,12.2230,8.3101,10.0300,937878956
2021-03-31,8.8600,14.5400,7.5000,10.2100,2475641101
2021-02-26,17.0000,17.2500,5.2600,8.0100,3582650706
2021-01-29,2.2000,20.3600,1.9100,13.2600,4554940958
2020-12-31,4.4300,4.4300,2.0800,2.1200,613143716
2020-11-30,2.3000,5.0000,2.1100,4.2700,563197705
2020-10-30,4.7800,4.8000,2.2800,2.3600,250525854
2020-09-30,5.7900,7.7100,4.3573,4.7100,142485072
2020-08-31,4.0500,7.1000,3.8600,5.8800,196714923
2020-07-31,4.2600,4.8200,3.8100,4.0400,81086362
2020-06-30,5.0300,7.3500,3.7500,4.2900,168950045
2020-05-29,4.6200,6.4100,3.8100,5.1300,225884447
2020-04-30,3.0000,5.5300,1.9500,4.9200,229407444
2020-03-31,6.3100,6.3200,1.9500,3.1600,123054874
2020-02-28,6.5000,7.7800,5.1200,6.2600,57919606
2020-01-31,7.3000,7.6000,6.2500,6.5200,66077493
2019-12-31,8.2400,8.7800,7.1500,7.2400,72779782
2019-11-29,9.4500,10.3500,7.4700,8.1800,77735779
2019-10-31,10.7500,10.9500,8.7800,9.3700,52226344
2019-09-30,11.1900,12.1300,10.4400,10.7000,37766061
2019-08-30,11.7000,12.4900,10.4600,11.1100,59394425
2019-07-31,9.8500,11.9800,8.7300,11.8300,68023637
2019-06-28,11.9400,12.0800,9.2800,9.3300,48179654
2019-05-31,15.1500,15.3000,11.7100,11.9800,41366092
2019-04-30,14.9500,17.0700,14.5300,15.1600,33050830
2019-03-29,15.6600,16.5000,14.1500,14.8500,40441605
2019-02-28,14.5200,14.5900,12.8200,14.0300,26588047
2019-01-31,12.0100,14.7500,11.9000,14.6500,21040081
2018-12-31,13.8500,15.4400,11.6600,12.2800,26850460
2018-11-30,19.2600,19.8800,13.0400,13.6500,44847533
2018-10-31,20.5400,20.6000,17.4200,19.2600,41795953
2018-09-28,19.0500,21.4500,18.6700,20.5000,41018591
2018-08-31,16.7000,19.5500,15.5000,19.0500,47840183
2018-07-31,15.8500,17.8500,15.2000,16.3000,32076917
2018-06-29,14.8500,17.5500,14.2500,15.9000,30420103
2018-05-31,17.4000,17.6000,14.3500,14.8000,36301129
